cutoff,9,,,,,,,,,,,,,,,,,
Database,TandemPV,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
Activity,"hydrogen production, electrolysis, 25 bar, domestic, EP2050",,,,,,,,,,,,,,,,,
"Carbon monoxide, non-fossil",0.00062,biosphere3,,kilogram,"air::low population density, long-term",biosphere,,,,
Chlorine,7.85E-08,biosphere3,,kilogram,"air::low population density, long-term",biosphere,,,,
Chromium,7.85E-09,biosphere3,,kilogram,"air::low population density, long-term",biosphere,,,,
Cyanide,0.00000687,biosphere3,,kilogram,"air::low population density, long-term",biosphere,,,,
Fluorine,3.88E-08,biosphere3,,kilogram,"air::low population density, long-term",biosphere,,,,
"Heat, waste",71.3,biosphere3,,megajoule,"air::low population density, long-term",biosphere,,,,
Hydrogen fluoride,0.000504,biosphere3,,kilogram,"air::low population density, long-term",biosphere,,,,
Hydrogen sulfide,0.000504,biosphere3,,kilogram,"air::low population density, long-term",biosphere,,,,
Iron,0.00000388,biosphere3,,kilogram,"air::low population density, long-term",biosphere,,,,
Lead,0.000000344,biosphere3,,kilogram,"air::low population density, long-term",biosphere,,,,
Mercury,7.85E-09,biosphere3,,kilogram,"air::low population density, long-term",biosphere,,,,
"NMVOC, non-methane volatile organic compounds, unspecified origin",0.000096,biosphere3,,kilogram,"air::low population density, long-term",biosphere,,,,
Nitrogen oxides,0.00974,biosphere3,,kilogram,"air::low population density, long-term",biosphere,,,,
"Particulates, > 10 um",0.00775,biosphere3,,kilogram,"air::low population density, long-term",biosphere,,,,
Potassium,0.000062,biosphere3,,kilogram,"air::low population density, long-term",biosphere,,,,
Silicon,0.00751,biosphere3,,kilogram,"air::low population density, long-term",biosphere,,,,
Sodium,0.000000775,biosphere3,,kilogram,"air::low population density, long-term",biosphere,,,,
Sulfur dioxide,0.0122,biosphere3,,kilogram,"air::low population density, long-term",biosphere,,,,
Tin,7.85E-09,biosphere3,,kilogram,"air::low population density, long-term",biosphere,,,,
MG_Si_US,1,TandemPV,US,kilogram,,production,,"MG-Silicon, at plant",,
graphite production,0.1,ei 3.8 cutoff,RER,kilogram,,technosphere,"graphite, at plant, RER",graphite,,
market for charcoal,0.17,ei 3.8 cutoff,GLO,kilogram,,technosphere,"charcoal, at plant, GLO",charcoal,,
market for coke,23.1,ei 3.8 cutoff,GLO,megajoule,,technosphere,"hard coal coke, at plant, RER",coke,,
"market for oxygen, liquid",0.02,ei 3.8 cutoff,RER,kilogram,,technosphere,"oxygen, liquid, at plant, RER","oxygen, liquid",,
"market for transport, freight, lorry, unspecified",0.156,ei 3.8 cutoff,RER,ton kilometer,,technosphere,"transport, freight, lorry, fleet average, RER","transport, freight, lorry, unspecified",,
"market for transport, freight, sea, container ship",2.55,ei 3.8 cutoff,GLO,ton kilometer,,technosphere,"transport, transoceanic freight ship, OCE","transport, freight, sea, container ship",,
"market for wood chips, wet, measured as dry mass",0.00325,ei 3.8 cutoff,Europe without Switzerland,kilogram,,technosphere,"wood chips, production mix, wet, measured as dry mass, at forest road & at sawmill, RER","wood chips, wet, measured as dry mass",,
"market group for electricity, medium voltage",11,ei 3.8 cutoff,US,kilowatt hour,,technosphere,"electricity, medium voltage, at grid, US","electricity, medium voltage",,
"market group for transport, freight train",0.069,ei 3.8 cutoff,RER,ton kilometer,,technosphere,"transport, freight, rail, RER","transport, freight train",,
"petroleum coke production, petroleum refinery operation",0.5,ei 3.8 cutoff,Europe without Switzerland,kilogram,,technosphere,"petroleum coke, at refinery, RR",petroleum coke,,
silica sand production,2.7,ei 3.8 cutoff,DE,kilogram,,technosphere,"silica sand, at plant, DE",silica sand,,
silicone factory construction,1E-11,ei 3.8 cutoff,RER,unit,,technosphere,"silicone plant, RER",silicone factory,,
"treatment of slag from metallurgical grade silicon production, inert material landfill",-0.025,ei 3.8 cutoff,CH,kilogram,,technosphere,"disposal, slag from MG silicon production, 0% water, to inert material landfill, CH",slag from metallurgical grade silicon production,,
,,,,,,,,,,
Activity,SG_Si_APAC,,,,,,,,,
code,642e79b240f44f8db29bd7fa164f0c82_copy1,,,,,,,,,
comment,"Dataset is based on Table 7 of (Frischknecht et al. 2020). Names for inventory items listed by the original source are provided in the comments. Exact names of ecoinvent dataset for inventory items were not provided in the original source. Datasets from ecoinvent were therefore selected that provide a close as possible match to the name of the listed inventory item. - Frischknecht, R., Stolz, P., Krebs, L., de Wild-Scholten, M., & Sinha, P. (2020). Life Cycle Inventories and Life Cycle Assessments of Photovoltaic Systems. https://iea-pvps.org/wp-content/uploads/2020/12/IEA-PVPS-LCI-report-2020.pdf [Accessed 2022-05-11]",,,,,,,,,
location,APAC,,,,,,,,,
reference product,"SG-Silicon, at plant",,,,,,,,,
type,process,,,,,,,,,
unit,kilogram,,,,,,,,,
Exchanges,,,,,,,,,,
name,amount,database,location,unit,categories,type,comment,reference product,,
"AOX, Adsorbable Organic Halogen as Cl",0.0000126,biosphere3,,kilogram,water::surface water,biosphere,,,,
"BOD5, Biological Oxygen Demand",0.000205,biosphere3,,kilogram,water::surface water,biosphere,,,,
"COD, Chemical Oxygen Demand",0.00202,biosphere3,,kilogram,water::surface water,biosphere,,,,
Chlorine,0.036,biosphere3,,kilogram,water::surface water,biosphere,,,,
"Copper, ion",0.000000102,biosphere3,,kilogram,water::surface water,biosphere,,,,
"DOC, Dissolved Organic Carbon",0.00091,biosphere3,,kilogram,water::surface water,biosphere,,,,
"Heat, waste",176,biosphere3,,megajoule,air::urban air close to ground,biosphere,,,,
"Iron, ion",0.00000561,biosphere3,,kilogram,water::surface water,biosphere,,,,
Nitrogen,0.000208,biosphere3,,kilogram,water::surface water,biosphere,,,,
Phosphate,0.0000028,biosphere3,,kilogram,water::surface water,biosphere,,,,
"Sodium, ion",0.0338,biosphere3,,kilogram,water::surface water,biosphere,,,,
"TOC, Total Organic Carbon",0.00091,biosphere3,,kilogram,water::surface water,biosphere,,,,
"Zinc, ion",0.00000196,biosphere3,,kilogram,water::surface water,biosphere,,,,
SG_Si_APAC,1,TandemPV,APAC,kilogram,,production,,"SG-Silicon, at plant",,
MG_Si_APAC,1.13,TandemPV,APAC,kilogram,,technosphere,"MG-silicon, at plant, APAC","MG-Silicon, at plant",,
"heat and power co-generation, natural gas, 1MW electrical, lean burn",28.8,ei 3.8 cutoff,Europe without Switzerland,megajoule,,technosphere,"heat, at cogen 1MWe lean burn, allocation exergy, RER","heat, district or industrial, natural gas",,
"market for electricity, medium voltage",49,ei 3.8 cutoff,KR,kilowatt hour,,technosphere,"electricity, medium voltage, at grid, KR","electricity, medium voltage",,
"market for hydrochloric acid, without water, in 30% solution state",1.6,ei 3.8 cutoff,RER,kilogram,,technosphere,"hydrochloric acid, 30% in H2O, at plant, RER","hydrochloric acid, without water, in 30% solution state",,
"market for hydrogen, liquid",0.0501,ei 3.8 cutoff,RER,kilogram,,technosphere,"hydrogen, liquid, at plant, RER","hydrogen, liquid",,
"market for sodium hydroxide, without water, in 50% solution state",0.348,ei 3.8 cutoff,GLO,kilogram,,technosphere,"sodium hydroxide, 50% in H2O, production mix, at plant, RER","sodium hydroxide, without water, in 50% solution state",,
"market for transport, freight, lorry, unspecified",2.87,ei 3.8 cutoff,RER,ton kilometer,,technosphere,"transport, freight, lorry, fleet average, RER","transport, freight, lorry, unspecified",,
"market group for transport, freight train",3.65,ei 3.8 cutoff,RER,ton kilometer,,technosphere,"transport, freight, rail, RER","transport, freight train",,
silicone factory construction,1E-11,ei 3.8 cutoff,RER,unit,,technosphere,"silicone plant, RER",silicone factory,,
,,,,,,,,,,
Activity,SG_Si_CN,,,,,,,,,
code,9d63d169bcea411589b94d93737213a4_copy1,,,,,,,,,
comment,"Dataset is based on Table 7 of (Frischknecht et al. 2020). Names for inventory items listed by the original source are provided in the comments. Exact names of ecoinvent dataset for inventory items were not provided in the original source. Datasets from ecoinvent were therefore selected that provide a close as possible match to the name of the listed inventory item. - Frischknecht, R., Stolz, P., Krebs, L., de Wild-Scholten, M., & Sinha, P. (2020). Life Cycle Inventories and Life Cycle Assessments of Photovoltaic Systems. https://iea-pvps.org/wp-content/uploads/2020/12/IEA-PVPS-LCI-report-2020.pdf [Accessed 2022-05-11]",,,,,,,,,
location,CN,,,,,,,,,
reference product,"SG-Silicon, at plant",,,,,,,,,
type,process,,,,,,,,,
unit,kilogram,,,,,,,,,
Exchanges,,,,,,,,,,
name,amount,database,location,unit,categories,type,comment,reference product,,
"AOX, Adsorbable Organic Halogen as Cl",0.0000126,biosphere3,,kilogram,water::surface water,biosphere,,,,
"BOD5, Biological Oxygen Demand",0.000205,biosphere3,,kilogram,water::surface water,biosphere,,,,
"COD, Chemical Oxygen Demand",0.00202,biosphere3,,kilogram,water::surface water,biosphere,,,,
Chlorine,0.036,biosphere3,,kilogram,water::surface water,biosphere,,,,
"Copper, ion",0.000000102,biosphere3,,kilogram,water::surface water,biosphere,,,,
"DOC, Dissolved Organic Carbon",0.00091,biosphere3,,kilogram,water::surface water,biosphere,,,,
"Heat, waste",176,biosphere3,,megajoule,air::urban air close to ground,biosphere,,,,
"Iron, ion",0.00000561,biosphere3,,kilogram,water::surface water,biosphere,,,,
Nitrogen,0.000208,biosphere3,,kilogram,water::surface water,biosphere,,,,
Phosphate,0.0000028,biosphere3,,kilogram,water::surface water,biosphere,,,,
"Sodium, ion",0.0338,biosphere3,,kilogram,water::surface water,biosphere,,,,
"TOC, Total Organic Carbon",0.00091,biosphere3,,kilogram,water::surface water,biosphere,,,,
"Zinc, ion",0.00000196,biosphere3,,kilogram,water::surface water,biosphere,,,,
SG_Si_CN,1,TandemPV,CN,kilogram,,production,,"SG-Silicon, at plant",,
MG_Si_CN,1.13,TandemPV,CN,kilogram,,technosphere,"MG-silicon, at plant, CN","MG-Silicon, at plant",,
"heat and power co-generation, natural gas, 1MW electrical, lean burn",28.8,ei 3.8 cutoff,Europe without Switzerland,megajoule,,technosphere,"heat, at cogen 1MWe lean burn, allocation exergy, RER","heat, district or industrial, natural gas",,
"market for hydrochloric acid, without water, in 30% solution state",1.6,ei 3.8 cutoff,RER,kilogram,,technosphere,"hydrochloric acid, 30% in H2O, at plant, RER","hydrochloric acid, without water, in 30% solution state",,
"market for hydrogen, liquid",0.0501,ei 3.8 cutoff,RER,kilogram,,technosphere,"hydrogen, liquid, at plant, RER","hydrogen, liquid",,
"market for sodium hydroxide, without water, in 50% solution state",0.348,ei 3.8 cutoff,GLO,kilogram,,technosphere,"sodium hydroxide, 50% in H2O, production mix, at plant, RER","sodium hydroxide, without water, in 50% solution state",,
"market for transport, freight, lorry, unspecified",2.87,ei 3.8 cutoff,RER,ton kilometer,,technosphere,"transport, freight, lorry, fleet average, RER","transport, freight, lorry, unspecified",,
"market group for electricity, medium voltage",49,ei 3.8 cutoff,CN,kilowatt hour,,technosphere,"electricity, medium voltage, at grid, CN","electricity, medium voltage",,
"market group for transport, freight train",3.65,ei 3.8 cutoff,RER,ton kilometer,,technosphere,"transport, freight, rail, RER","transport, freight train",,
silicone factory construction,1E-11,ei 3.8 cutoff,RER,unit,,technosphere,"silicone plant, RER",silicone factory,,
,,,,,,,,,,
Activity,SG_Si_RER,,,,,,,,,
code,bd450b5568ae4cee9c3b3e55332c263e_copy1,,,,,,,,,
comment,"Dataset is based on Table 7 of (Frischknecht et al. 2020). Names for inventory items listed by the original source are provided in the comments. Exact names of ecoinvent dataset for inventory items were not provided in the original source. Datasets from ecoinvent were therefore selected that provide a close as possible match to the name of the listed inventory item. Swedish hydroelectricity from run-of-river was selected to represent the input 'electricity, hydropower, at run-of-river power plant, RER' since it has the largest production volume of electricity from run-of-river in the ENTSO-E region. However, all European datasets for electricity production from run-of-river in ecoinvent have equivalent inputs and outputs and therefore result in the same impacts per kWh. The choice for the Swedish dataset therefore does not impact the environmental impacts for the reference flow.- Frischknecht, R., Stolz, P., Krebs, L., de Wild-Scholten, M., & Sinha, P. (2020). Life Cycle Inventories and Life Cycle Assessments of Photovoltaic Systems. https://iea-pvps.org/wp-content/uploads/2020/12/IEA-PVPS-LCI-report-2020.pdf [Accessed 2022-05-11]",,,,,,,,,
location,RER,,,,,,,,,
reference product,"SG-Silicon, at plant",,,,,,,,,
type,process,,,,,,,,,
unit,kilogram,,,,,,,,,
Exchanges,,,,,,,,,,
name,amount,database,location,unit,categories,type,comment,reference product,,
"AOX, Adsorbable Organic Halogen as Cl",0.0000126,biosphere3,,kilogram,water::surface water,biosphere,,,,
"BOD5, Biological Oxygen Demand",0.000205,biosphere3,,kilogram,water::surface water,biosphere,,,,
"COD, Chemical Oxygen Demand",0.00202,biosphere3,,kilogram,water::surface water,biosphere,,,,
Chlorine,0.036,biosphere3,,kilogram,water::surface water,biosphere,,,,
"Copper, ion",0.000000102,biosphere3,,kilogram,water::surface water,biosphere,,,,
"DOC, Dissolved Organic Carbon",0.00091,biosphere3,,kilogram,water::surface water,biosphere,,,,
"Heat, waste",176,biosphere3,,megajoule,air::urban air close to ground,biosphere,,,,
"Iron, ion",0.00000561,biosphere3,,kilogram,water::surface water,biosphere,,,,
Nitrogen,0.000208,biosphere3,,kilogram,water::surface water,biosphere,,,,
Phosphate,0.0000028,biosphere3,,kilogram,water::surface water,biosphere,,,,
"Sodium, ion",0.0338,biosphere3,,kilogram,water::surface water,biosphere,,,,
"TOC, Total Organic Carbon",0.00091,biosphere3,,kilogram,water::surface water,biosphere,,,,
"Zinc, ion",0.00000196,biosphere3,,kilogram,water::surface water,biosphere,,,,
SG_Si_RER,1,TandemPV,RER,kilogram,,production,,"SG-Silicon, at plant",,
MG_Si_NO,1.13,TandemPV,NO,kilogram,,technosphere,"MG-silicon, at plant, NO","MG-Silicon, at plant",,
"electricity production, hydro, run-of-river",3.93,ei 3.8 cutoff,SE,kilowatt hour,,technosphere,"electricity, hydropower, at run-of-river power plant, RER","electricity, high voltage",,
"heat and power co-generation, natural gas, 1MW electrical, lean burn",28.8,ei 3.8 cutoff,Europe without Switzerland,megajoule,,technosphere,"heat, at cogen 1MWe lean burn, allocation exergy, RER","heat, district or industrial, natural gas",,
"heat and power co-generation, natural gas, 1MW electrical, lean burn",17.5,ei 3.8 cutoff,Europe without Switzerland,kilowatt hour,,technosphere,"electricity, at cogen 1MWe lean burn, allocation exergy, RER","electricity, high voltage",,
"market for electricity, medium voltage",22.3,ei 3.8 cutoff,DE,kilowatt hour,,technosphere,"electricity, medium voltage, at grid, DE","electricity, medium voltage",,
"market for electricity, medium voltage",5.37,ei 3.8 cutoff,NO,kilowatt hour,,technosphere,"electricity, medium voltage, at grid, NO","electricity, medium voltage",,
"market for hydrochloric acid, without water, in 30% solution state",1.6,ei 3.8 cutoff,RER,kilogram,,technosphere,"hydrochloric acid, 30% in H2O, at plant, RER","hydrochloric acid, without water, in 30% solution state",,
"market for hydrogen, liquid",0.0501,ei 3.8 cutoff,RER,kilogram,,technosphere,"hydrogen, liquid, at plant, RER","hydrogen, liquid",,
"market for sodium hydroxide, without water, in 50% solution state",0.348,ei 3.8 cutoff,GLO,kilogram,,technosphere,"sodium hydroxide, 50% in H2O, production mix, at plant, RER","sodium hydroxide, without water, in 50% solution state",,
"market for transport, freight, lorry, unspecified",2.87,ei 3.8 cutoff,RER,ton kilometer,,technosphere,"transport, freight, lorry, fleet average, RER","transport, freight, lorry, unspecified",,
"market group for transport, freight train",3.65,ei 3.8 cutoff,RER,ton kilometer,,technosphere,"transport, freight, rail, RER","transport, freight train",,
silicone factory construction,1E-11,ei 3.8 cutoff,RER,unit,,technosphere,"silicone plant, RER",silicone factory,,
,,,,,,,,,,
Activity,SG_Si_US,,,,,,,,,
code,cb7a4b99464e451cb73975989949b8a1_copy1,,,,,,,,,
comment,"Dataset is based on Table 7 of (Frischknecht et al. 2020). Names for inventory items listed by the original source are provided in the comments. Exact names of ecoinvent dataset for inventory items were not provided in the original source. Datasets from ecoinvent were therefore selected that provide a close as possible match to the name of the listed inventory item. Swedish hydroelectricity from run-of-river was selected to represent the input 'electricity, hydropower, at run-of-river power plant, RER' since it has the largest production volume of electricity from run-of-river in the ENTSO-E region. However, all European datasets for electricity production from run-of-river in ecoinvent have equivalent inputs and outputs and therefore result in the same impacts per kWh. The choice for the Swedish dataset therefore does not impact the environmental impacts for the reference flow.- Frischknecht, R., Stolz, P., Krebs, L., de Wild-Scholten, M., & Sinha, P. (2020). Life Cycle Inventories and Life Cycle Assessments of Photovoltaic Systems. https://iea-pvps.org/wp-content/uploads/2020/12/IEA-PVPS-LCI-report-2020.pdf [Accessed 2022-05-11]",,,,,,,,,
location,US,,,,,,,,,
reference product,"SG-Silicon, at plant",,,,,,,,,
type,process,,,,,,,,,
unit,kilogram,,,,,,,,,
Exchanges,,,,,,,,,,
name,amount,database,location,unit,categories,type,comment,reference product,,
"AOX, Adsorbable Organic Halogen as Cl",0.0000126,biosphere3,,kilogram,water::surface water,biosphere,,,,
"BOD5, Biological Oxygen Demand",0.000205,biosphere3,,kilogram,water::surface water,biosphere,,,,
"COD, Chemical Oxygen Demand",0.00202,biosphere3,,kilogram,water::surface water,biosphere,,,,
Chlorine,0.036,biosphere3,,kilogram,water::surface water,biosphere,,,,
"Copper, ion",0.000000102,biosphere3,,kilogram,water::surface water,biosphere,,,,
"DOC, Dissolved Organic Carbon",0.00091,biosphere3,,kilogram,water::surface water,biosphere,,,,
"Heat, waste",176,biosphere3,,megajoule,air::urban air close to ground,biosphere,,,,
"Iron, ion",0.00000561,biosphere3,,kilogram,water::surface water,biosphere,,,,
Nitrogen,0.000208,biosphere3,,kilogram,water::surface water,biosphere,,,,
Phosphate,0.0000028,biosphere3,,kilogram,water::surface water,biosphere,,,,
"Sodium, ion",0.0338,biosphere3,,kilogram,water::surface water,biosphere,,,,
"TOC, Total Organic Carbon",0.00091,biosphere3,,kilogram,water::surface water,biosphere,,,,
"Zinc, ion",0.00000196,biosphere3,,kilogram,water::surface water,biosphere,,,,
SG_Si_US,1,TandemPV,US,kilogram,,production,,"SG-Silicon, at plant",,
MG_Si_US,1.13,TandemPV,US,kilogram,,technosphere,"MG-silicon, at plant, US","MG-Silicon, at plant",,
"electricity production, hydro, run-of-river",1.18,ei 3.8 cutoff,SE,kilowatt hour,,technosphere,"electricity, hydropower, at run-of-river power plant, RER","electricity, high voltage",,
"heat and power co-generation, natural gas, 1MW electrical, lean burn",28.8,ei 3.8 cutoff,Europe without Switzerland,megajoule,,technosphere,"heat, at cogen 1MWe lean burn, allocation exergy, RER","heat, district or industrial, natural gas",,
"market for hydrochloric acid, without water, in 30% solution state",1.6,ei 3.8 cutoff,RER,kilogram,,technosphere,"hydrochloric acid, 30% in H2O, at plant, RER","hydrochloric acid, without water, in 30% solution state",,
"market for hydrogen, liquid",0.0501,ei 3.8 cutoff,RER,kilogram,,technosphere,"hydrogen, liquid, at plant, RER","hydrogen, liquid",,
"market for sodium hydroxide, without water, in 50% solution state",0.348,ei 3.8 cutoff,GLO,kilogram,,technosphere,"sodium hydroxide, 50% in H2O, production mix, at plant, RER","sodium hydroxide, without water, in 50% solution state",,
"market for transport, freight, lorry, unspecified",2.87,ei 3.8 cutoff,RER,ton kilometer,,technosphere,"transport, freight, lorry, fleet average, RER","transport, freight, lorry, unspecified",,
"market group for electricity, medium voltage",37.2,ei 3.8 cutoff,US,kilowatt hour,,technosphere,"electricity, medium voltage, at grid, US","electricity, medium voltage",,
"market group for transport, freight train",3.65,ei 3.8 cutoff,RER,ton kilometer,,technosphere,"transport, freight, rail, RER","transport, freight train",,
silicone factory construction,1E-11,ei 3.8 cutoff,RER,unit,,technosphere,"silicone plant, RER",silicone factory,,
,,,,,,,,,,
Activity,Si_prod_mix_APAC,,,,,,,,,
code,0450d1ff1efe47519018e49d14e4192d_copy1,,,,,,,,,
comment,"Dataset is based on Table 8 of (Frischknecht et al. 2020). Names for inventory items listed by the original source are provided in the comments. Exact names of ecoinvent dataset for inventory items were not provided in the original source. Datasets from ecoinvent were therefore selected that provide a close as possible match to the name of the listed inventory item. - Frischknecht, R., Stolz, P., Krebs, L., de Wild-Scholten, M., & Sinha, P. (2020). Life Cycle Inventories and Life Cycle Assessments of Photovoltaic Systems. https://iea-pvps.org/wp-content/uploads/2020/12/IEA-PVPS-LCI-report-2020.pdf [Accessed 2022-05-11]",,,,,,,,,
location,APAC,,,,,,,,,
reference product,"Silicon, production mix, photovoltaics, at plant",,,,,,,,,
type,process,,,,,,,,,
unit,kilogram,,,,,,,,,
Exchanges,,,,,,,,,,
name,amount,database,location,unit,type,comment,reference product,,,
Si_prod_mix_APAC,1,TandemPV,APAC,kilogram,production,,"Silicon, production mix, photovoltaics, at plant",,,
SG_Si_APAC,1,TandemPV,APAC,kilogram,technosphere,"silicon, solar grade, modified Siemens process, at plant, APAC","SG-Silicon, at plant",,,
"market for transport, freight, lorry, unspecified",0.05,ei 3.8 cutoff,RER,ton kilometer,technosphere,"transport, freight, lorry, fleet average, RER","transport, freight, lorry, unspecified",,,
"market group for transport, freight train",0.2,ei 3.8 cutoff,RER,ton kilometer,technosphere,"transport, freight, rail, RER","transport, freight train",,,
,,,,,,,,,,
Activity,Si_prod_mix_CN,,,,,,,,,
code,853d7ba790054ea0bc2f27b190aa00a1_copy1,,,,,,,,,
comment,"Dataset is based on Table 8 of (Frischknecht et al. 2020). Names for inventory items listed by the original source are provided in the comments. Exact names of ecoinvent dataset for inventory items were not provided in the original source. Datasets from ecoinvent were therefore selected that provide a close as possible match to the name of the listed inventory item. - Frischknecht, R., Stolz, P., Krebs, L., de Wild-Scholten, M., & Sinha, P. (2020). Life Cycle Inventories and Life Cycle Assessments of Photovoltaic Systems. https://iea-pvps.org/wp-content/uploads/2020/12/IEA-PVPS-LCI-report-2020.pdf [Accessed 2022-05-11]",,,,,,,,,
location,CN,,,,,,,,,
reference product,"Silicon, production mix, photovoltaics, at plant",,,,,,,,,
type,process,,,,,,,,,
unit,kilogram,,,,,,,,,
Exchanges,,,,,,,,,,
name,amount,database,location,unit,type,comment,reference product,,,
Si_prod_mix_CN,1,TandemPV,CN,kilogram,production,,"Silicon, production mix, photovoltaics, at plant",,,
SG_Si_APAC,0.162,TandemPV,APAC,kilogram,technosphere,"silicon, solar grade, modified Siemens process, at plant, APAC","SG-Silicon, at plant",,,
SG_Si_CN,0.61,TandemPV,CN,kilogram,technosphere,"silicon, solar grade, modified Siemens process, at plant, CN","SG-Silicon, at plant",,,
SG_Si_RER,0.135,TandemPV,RER,kilogram,technosphere,"silicon, solar grade, modified Siemens process, at plant, RER","SG-Silicon, at plant",,,
SG_Si_US,0.0928,TandemPV,US,kilogram,technosphere,"silicon, solar grade, modified Siemens process, at plant, US","SG-Silicon, at plant",,,
"market for transport, freight, lorry, unspecified",0.05,ei 3.8 cutoff,RER,ton kilometer,technosphere,"transport, freight, lorry, fleet average, RER","transport, freight, lorry, unspecified",,,
"market for transport, freight, sea, container ship",5.37,ei 3.8 cutoff,GLO,ton kilometer,technosphere,"transoceanic freight ship, OCE","transport, freight, sea, container ship",,,
"market group for transport, freight train",0.2,ei 3.8 cutoff,RER,ton kilometer,technosphere,"transport, freight, rail, RER","transport, freight train",,,
,,,,,,,,,,
Activity,Si_prod_mix_GLO,,,,,,,,,
code,460678f57245404cb52574c03d3f6982_copy1,,,,,,,,,
comment,"Dataset is based on Table 8 of (Frischknecht et al. 2020). Names for inventory items listed by the original source are provided in the comments. Exact names of ecoinvent dataset for inventory items were not provided in the original source. Datasets from ecoinvent were therefore selected that provide a close as possible match to the name of the listed inventory item. - Frischknecht, R., Stolz, P., Krebs, L., de Wild-Scholten, M., & Sinha, P. (2020). Life Cycle Inventories and Life Cycle Assessments of Photovoltaic Systems. https://iea-pvps.org/wp-content/uploads/2020/12/IEA-PVPS-LCI-report-2020.pdf [Accessed 2022-05-11]",,,,,,,,,
location,GLO,,,,,,,,,
reference product,"Silicon, production mix, photovoltaics, at plant",,,,,,,,,
type,process,,,,,,,,,
unit,kilogram,,,,,,,,,
Exchanges,,,,,,,,,,
name,amount,database,location,unit,type,comment,reference product,,,
Si_prod_mix_GLO,1,TandemPV,GLO,kilogram,production,,"Silicon, production mix, photovoltaics, at plant",,,
SG_Si_RER,1,TandemPV,RER,kilogram,technosphere,"silicon, solar grade, modified Siemens process, at plant, RER","SG-Silicon, at plant",,,
"market for transport, freight, lorry, unspecified",0.05,ei 3.8 cutoff,RER,ton kilometer,technosphere,"transport, freight, lorry, fleet average, RER","transport, freight, lorry, unspecified",,,
"market group for transport, freight train",0.2,ei 3.8 cutoff,RER,ton kilometer,technosphere,"transport, freight, rail, RER","transport, freight train",,,
,,,,,,,,,,
Activity,monofacial_tandem_electricity,,,,,,,,,
code,8b420821ccbd4c59ac7ccbe98cb7ae9e_copy1,,,,,,,,,
comment,"This dataset is modelled after Table 14.17 in (Jungbluth et al. 2012). Quantities of photovoltaic installation and water are parameterized to account for improvements in power density of the monofacial PSC-scSi tandem panel over time using scenarios. Furthermore, emissions of lead to the water and air compartment are included, which result from breakage (Sinha et al. 2019) in the field or from fire (Laukamp et al. 2013, Sinha et al. 2018). Lead is present in the metallization pastes used in producing the scSi cells (Jungbluth et al. 2012) and in the absorber layer of the PSC.- Jungbluth et al. 2012 Life Cycle Inventories of Photovoltaics - Version: 2012, https://esu-services.ch/fileadmin/download/publicLCI/jungbluth-2012-LCI-Photovoltaics.pdf [accessed  31-08-2022]- Laukamp, H., Bopp, G., Grab, R., Wittwer, C., Häberlin, H., van Heeckeren, B., Phillip, S., Reil, F., Schmidt, H., Sepanski, A., Thiem, H., & Vaassen, W. (2013). PV Fire Hazard - Analysis and Assessment of Fire Incidents. 28th European Photovoltaic Solar Energy Conference and Exhibition (EU PVSEC), Paris, France.- Sinha, P., Heath, G., Wade, A., & Komoto, K. (2018). Human Health Risk Assessment Methods for PV, Part 1: Fire risks [International Energy Agency (IEA) PVPS Task 12, Report T12-14:2018](ISBN 978-3-906042-78-7). https://iea-pvps.org/wp-content/uploads/2020/01/HHRA_Methods_for_PV_Part1_by_Task_12.pdf- Sinha, P., Heath, G., Wade, A., & Komoto, K. (2019). Human Health Risk Assessment Methods for PV, Part 2: Breakage Risks [International Energy Agency (IEA) PVPS Task 12, Report T12-15:2019](ISBN 978-3-906042-87-9). https://iea-pvps.org/wp-content/uploads/2020/01/Task_12-Human_Health_Risk_Assessment_Methods_for_PV_part_2.pdf",,,,,,,,,
location,RER,,,,,,,,,
reference product,"electricity production, photovoltaic, 3kWp slanted-roof installation, 3kWp, monofacial PSC-scSi tandem panel, mounted",,,,,,,,,
type,process,,,,,,,,,
unit,kilowatt hour,,,,,,,,,
Parameters,monofacial_tandem_electricity_db814fd1e7baf18c7e7ab912ea349b8b,,,,,,,,,
name,amount,formula,code,database,,,,,,
monofacial_tandem_electricity_1,1,,8b420821ccbd4c59ac7ccbe98cb7ae9e_copy1,TandemPV,,,,,,
,,,,,,,,,,
Exchanges,,,,,,,,,,
name,amount,database,location,unit,categories,type,formula,comment,original_amount,reference product
"Energy, solar, converted",3.85,biosphere3,,megajoule,natural resource::in air,biosphere,,Table 14.17 in (Jungbluth et al. 2012),,
"Heat, waste",0.25,biosphere3,,megajoule,air,biosphere,,Table 14.17 in (Jungbluth et al. 2012),,
monofacial_tandem_electricity,1,TandemPV,RER,kilowatt hour,,production,,,,"electricity production, photovoltaic, 3kWp slanted-roof installation, 3kWp, monofacial PSC-scSi tandem panel, mounted"
"market for wastewater, from residence",0.002909091,ei 3.8 cutoff,RoW,cubic meter,,technosphere,water_MFT_per_kWh * kg_to_m3,Converted from kg to m3,0,"wastewater, from residence"
market group for tap water,2.909090909,ei 3.8 cutoff,RER,kilogram,,technosphere,water_MFT_per_kWh,,0,tap water
